post_id,reply_set,0,1,2,3,4,5,preds
237,4,"Neither, Oppose","Neither, Oppose","Neither, Oppose","Support, Oppose","Neither, Oppose",,"Neither, Oppose, Neither, Oppose, Neither, Oppose, Support, Oppose, Neither, Oppose"
238,4,"Support, Oppose","Support, Neither","Oppose, Neither","Neither, Neither","Neither, Neither",,"Support, Oppose, Support, Neither, Oppose, Neither, Neither, Neither, Neither, Neither"
239,4,"Oppose, Support","Support, Oppose","Neither, Neither","Neither, Neither","Support, Oppose",,"Oppose, Support, Support, Oppose, Neither, Neither, Neither, Neither, Support, Oppose"
240,4,"Oppose, Neither","Neither, Neither","Oppose, Neither","Oppose, Neither","Oppose, Neither",,"Oppose, Neither, Neither, Neither, Oppose, Neither, Oppose, Neither, Oppose, Neither"
241,4,"Oppose, Oppose","Neither, Oppose","Neither, Oppose","Neither, Oppose","Neither, Oppose",,"Oppose, Oppose, Neither, Oppose, Neither, Oppose, Neither, Oppose, Neither, Oppose"
242,4,"Neither, Neither","Neither, Neither","Oppose, Oppose","Oppose, Neither","Neither, Neither",,"Neither, Neither, Neither, Neither, Oppose, Oppose, Oppose, Neither, Neither, Neither"
243,4,"Neither, Support","Oppose, Neither","Oppose, Support","Neither, Neither","Neither, Neither",,"Neither, Support, Oppose, Neither, Oppose, Support, Neither, Neither, Neither, Neither"
244,4,"Neither, Oppose","Oppose, Neither","Neither, Neither","Neither, Oppose","Neither, Oppose",,"Neither, Oppose, Oppose, Neither, Neither, Neither, Neither, Oppose, Neither, Oppose"
245,4,"Oppose, Support","Neither, Neither","Neither, Neither","Neither, Neither","Neither, Neither",,"Oppose, Support, Neither, Neither, Neither, Neither, Neither, Neither, Neither, Neither"
246,4,"Neither, Oppose","Neither, Oppose","Support, Oppose","Support, Neither","Support, Oppose",,"Neither, Oppose, Neither, Oppose, Support, Oppose, Support, Neither, Support, Oppose"
247,4,"Oppose, Support","Support, Neither","Neither, Oppose","Neither, Oppose","Support, Oppose",,"Oppose, Support, Support, Neither, Neither, Oppose, Neither, Oppose, Support, Oppose"
248,4,"Neither, Neither","Neither, Neither","Neither, Neither","Oppose, Neither","Neither, Neither",,"Neither, Neither, Neither, Neither, Neither, Neither, Oppose, Neither, Neither, Neither"
249,4,"Oppose, Support","Neither, Neither","Neither, Support","Neither, Neither","Neither, Neither",,"Oppose, Support, Neither, Neither, Neither, Support, Neither, Neither, Neither, Neither"
250,4,"Neither, Support","Neither, Neither","Neither, Neither","Neither, Neither","Neither, Oppose",,"Neither, Support, Neither, Neither, Neither, Neither, Neither, Neither, Neither, Oppose"
251,5,"Neither, Oppose","Neither, Oppose","Support, Oppose","Support, Oppose","Neither, Support","Neither, Oppose","Neither, Oppose, Neither, Oppose, Support, Oppose, Support, Oppose, Neither, Support"
252,5,"Neither, Oppose","Neither, Neither","Neither, Neither","Neither, Oppose","Neither, Support","Neither, Oppose","Neither, Oppose, Neither, Neither, Neither, Neither, Neither, Oppose, Neither, Support"
253,5,"Neither, Support","Neither, Oppose","Neither, Oppose","Neither, Support","Neither, Support","Neither, Neither","Neither, Support, Neither, Oppose, Neither, Oppose, Neither, Support, Neither, Support"
254,5,"Neither, Oppose","Oppose, Support","Neither, Neither","Oppose, Support","Oppose, Neither","Neither, Neither","Neither, Oppose, Oppose, Support, Neither, Neither, Oppose, Support, Oppose, Neither"
255,5,"Neither, Neither","Neither, Neither","Neither, Neither","Neither, Neither","Neither, Neither","Neither, Neither","Neither, Neither, Neither, Neither, Neither, Neither, Neither, Neither, Neither, Neither"
256,5,"Oppose, Neither","Neither, Neither","Neither, Neither","Neither, Neither","Neither, Oppose","Oppose, Neither","Oppose, Neither, Neither, Neither, Neither, Neither, Neither, Neither, Neither, Oppose"
257,5,"Neither, Oppose","Oppose, Support","Oppose, Support","Neither, Oppose","Support, Oppose","Support, Neither","Neither, Oppose, Oppose, Support, Oppose, Support, Neither, Oppose, Support, Oppose"
258,5,"Support, Oppose","Oppose, Support","Support, Oppose","Neither, Oppose","Neither, Oppose","Oppose, Neither","Support, Oppose, Oppose, Support, Support, Oppose, Neither, Oppose, Neither, Oppose"
259,5,"Support, Oppose","Oppose, Neither","Neither, Neither","Neither, Neither","Oppose, Neither","Neither, Neither","Support, Oppose, Oppose, Neither, Neither, Neither, Neither, Neither, Oppose, Neither"
260,5,"Oppose, Support","Neither, Oppose","Oppose, Support","Neither, Neither","Neither, Oppose","Neither, Oppose","Oppose, Support, Neither, Oppose, Oppose, Support, Neither, Neither, Neither, Oppose"
261,5,"Neither, Support","Oppose, Neither","Neither, Neither","Neither, Neither","Oppose, Support","Neither, Neither","Neither, Support, Oppose, Neither, Neither, Neither, Neither, Neither, Oppose, Support"
262,5,"Support, Neither","Oppose, Neither","Neither, Neither","Support, Neither","Oppose, Neither","Oppose, Neither","Support, Neither, Oppose, Neither, Neither, Neither, Support, Neither, Oppose, Neither"
263,5,"Neither, Neither","Neither, Neither","Support, Neither","Support, Neither","Support, Oppose","Neither, Neither","Neither, Neither, Neither, Neither, Support, Neither, Support, Neither, Support, Oppose"
264,5,"Neither, Oppose","Neither, Neither","Neither, Neither","Neither, Support","Oppose, Support","Neither, Neither","Neither, Oppose, Neither, Neither, Neither, Neither, Neither, Support, Oppose, Support"
265,5,"Support, Oppose","Oppose, Neither","Neither, Neither","Support, Oppose","Neither, Neither","Neither, Neither","Support, Oppose, Oppose, Neither, Neither, Neither, Support, Oppose, Neither, Neither"
266,5,"Oppose, Neither","Support, Neither","Neither, Neither","Oppose, Neither","Support, Neither","Support, Neither","Oppose, Neither, Support, Neither, Neither, Neither, Oppose, Neither, Support, Neither"
267,5,"Support, Neither","Oppose, Neither","Support, Oppose","Neither, Neither","Oppose, Neither","Neither, Neither","Support, Neither, Oppose, Neither, Support, Oppose, Neither, Neither, Oppose, Neither"
268,5,"Support, Oppose","Oppose, Neither","Neither, Oppose","Oppose, Support","Neither, Oppose","Neither, Oppose","Support, Oppose, Oppose, Neither, Neither, Oppose, Oppose, Support, Neither, Oppose"
269,5,"Support, Neither","Oppose, Neither","Oppose, Neither","Oppose, Neither","Support, Neither","Oppose, Neither","Support, Neither, Oppose, Neither, Oppose, Neither, Oppose, Neither, Support, Neither"
270,5,"Neither, Oppose","Neither, Neither","Support, Oppose","Neither, Oppose","Oppose, Neither","Neither, Neither","Neither, Oppose, Neither, Neither, Support, Oppose, Neither, Oppose, Oppose, Neither"
271,5,"Oppose, Oppose","Oppose, Neither","Support, Oppose","Neither, Neither","Oppose, Neither","Oppose, Neither","Oppose, Oppose, Oppose, Neither, Support, Oppose, Neither, Neither, Oppose, Neither"
272,5,"Neither, Support","Neither, Oppose","Neither, Support","Support, Oppose","Support, Oppose","Oppose, Neither","Neither, Support, Neither, Oppose, Neither, Support, Support, Oppose, Support, Oppose"
273,5,"Neither, Oppose","Neither, Neither","Support, Neither","Neither, Neither","Support, Neither","Neither, Oppose","Neither, Oppose, Neither, Neither, Support, Neither, Neither, Neither, Support, Neither"
274,5,"Support, Neither","Oppose, Neither","Support, Neither","Support, Neither","Support, Neither","Support, Neither","Support, Neither, Oppose, Neither, Support, Neither, Support, Neither, Support, Neither"
275,5,"Support, Oppose","Support, Neither","Support, Oppose","Support, Oppose","Neither, Oppose","Support, Oppose","Support, Oppose, Support, Neither, Support, Oppose, Support, Oppose, Neither, Oppose"
276,5,"Support, Oppose","Neither, Support","Support, Oppose","Oppose, Support","Neither, Neither","Support, Oppose","Support, Oppose, Neither, Support, Support, Oppose, Oppose, Support, Neither, Neither"
277,5,"Support, Oppose","Support, Neither","Support, Oppose","Support, Oppose","Support, Neither","Neither, Neither","Support, Oppose, Support, Neither, Support, Oppose, Support, Oppose, Support, Neither"
278,5,"Neither, Support","Neither, Neither","Support, Support","Neither, Oppose","Neither, Oppose","Neither, Oppose","Neither, Support, Neither, Neither, Support, Support, Neither, Oppose, Neither, Oppose"
279,5,"Neither, Oppose","Neither, Neither","Neither, Oppose","Neither, Neither","Neither, Oppose","Neither, Neither","Neither, Oppose, Neither, Neither, Neither, Oppose, Neither, Neither, Neither, Oppose"
280,5,"Support, Oppose","Support, Neither","Support, Neither","Support, Neither","Support, Neither","Support, Neither","Support, Oppose, Support, Neither, Support, Neither, Support, Neither, Support, Neither"
281,5,"Oppose, Oppose","Neither, Oppose","Neither, Oppose","Neither, Support","Oppose, Support","Neither, Neither","Oppose, Oppose, Neither, Oppose, Neither, Oppose, Neither, Support, Oppose, Support"
282,5,"Neither, Neither","Neither, Neither","Neither, Oppose","Neither, Neither","Support, Oppose","Support, Neither","Neither, Neither, Neither, Neither, Neither, Oppose, Neither, Neither, Support, Oppose"
283,5,"Oppose, Neither","Neither, Oppose","Oppose, Support","Neither, Oppose","Neither, Support","Neither, Oppose","Oppose, Neither, Neither, Oppose, Oppose, Support, Neither, Oppose, Neither, Support"
284,5,"Neither, Neither","Neither, Oppose","Neither, Neither","Neither, Oppose","Neither, Oppose","Neither, Support","Neither, Neither, Neither, Oppose, Neither, Neither, Neither, Oppose, Neither, Oppose"
285,5,"Neither, Oppose","Neither, Neither","Neither, Oppose","Neither, Oppose","Neither, Support","Neither, Neither","Neither, Oppose, Neither, Neither, Neither, Oppose, Neither, Oppose, Neither, Support"
286,5,"Neither, Oppose","Neither, Neither","Neither, Neither","Support, Oppose","Neither, Neither","Oppose, Support","Neither, Oppose, Neither, Neither, Neither, Neither, Support, Oppose, Neither, Neither"
287,5,"Neither, Neither","Support, Neither","Support, Neither","Support, Oppose","Neither, Neither","Neither, Neither","Neither, Neither, Support, Neither, Support, Neither, Support, Oppose, Neither, Neither"
288,5,"Support, Oppose","Neither, Neither","Support, Oppose","Support, Oppose","Support, Oppose","Support, Oppose","Support, Oppose, Neither, Neither, Support, Oppose, Support, Oppose, Support, Oppose"
289,5,"Neither, Neither","Neither, Oppose","Neither, Support","Neither, Neither","Neither, Oppose","Neither, Oppose","Neither, Neither, Neither, Oppose, Neither, Support, Neither, Neither, Neither, Oppose"
290,5,"Neither, Support","Neither, Neither","Neither, Neither","Oppose, Neither","Neither, Support","Neither, Neither","Neither, Support, Neither, Neither, Neither, Neither, Oppose, Neither, Neither, Support"
291,5,"Oppose, Support","Support, Oppose","Oppose, Support","Support, Oppose","Oppose, Neither","Oppose, Neither","Oppose, Support, Support, Oppose, Oppose, Support, Support, Oppose, Oppose, Neither"
292,5,"Oppose, Neither","Neither, Neither","Neither, Neither","Support, Neither","Neither, Neither","Oppose, Support","Oppose, Neither, Neither, Neither, Neither, Neither, Support, Neither, Neither, Neither"
293,5,"Support, Neither","Neither, Neither","Neither, Neither","Neither, Neither","Neither, Neither","Neither, Neither","Support, Neither, Neither, Neither, Neither, Neither, Neither, Neither, Neither, Neither"
294,5,"Support, Oppose","Neither, Neither","Support, Oppose","Oppose, Neither","Support, Oppose","Oppose, Neither","Support, Oppose, Neither, Neither, Support, Oppose, Oppose, Neither, Support, Oppose"
295,5,"Support, Neither","Support, Neither","Support, Neither","Support, Neither","Support, Neither","Support, Neither","Support, Neither, Support, Neither, Support, Neither, Support, Neither, Support, Neither"
296,5,"Neither, Oppose","Oppose, Neither","Neither, Neither","Neither, Neither","Neither, Neither","Neither, Oppose","Neither, Oppose, Oppose, Neither, Neither, Neither, Neither, Neither, Neither, Neither"
297,5,"Neither, Support","Neither, Oppose","Neither, Support","Neither, Neither","Neither, Neither","Neither, Oppose","Neither, Support, Neither, Oppose, Neither, Support, Neither, Neither, Neither, Neither"
298,5,"Neither, Oppose","Neither, Oppose","Neither, Support","Neither, Neither","Neither, Oppose","Neither, Oppose","Neither, Oppose, Neither, Oppose, Neither, Support, Neither, Neither, Neither, Oppose"
299,5,"Oppose, Neither","Neither, Oppose","Neither, Neither","Neither, Oppose","Neither, Neither","Neither, Neither","Oppose, Neither, Neither, Oppose, Neither, Neither, Neither, Oppose, Neither, Neither"
300,5,"Oppose, Neither","Oppose, Neither","Support, Oppose","Neither, Neither","Support, Neither","Neither, Neither","Oppose, Neither, Oppose, Neither, Support, Oppose, Neither, Neither, Support, Neither"
