stanceTrump,stanceClinton,reply_id,post_id,preds
Oppose,Neither,2,227,"Oppose, Neither"
Support,Neither,3,227,"Support, Neither"
Neither,Neither,4,227,"Neither, Neither"
Support,Oppose,0,228,"Support, Oppose"
Oppose,Neither,1,228,"Oppose, Neither"
Support,Oppose,2,228,"Support, Oppose"
Oppose,Neither,3,228,"Oppose, Neither"
Support,Oppose,4,228,"Support, Oppose"
Support,Neither,0,229,"Support, Neither"
Neither,Neither,1,229,"Neither, Neither"
Neither,Neither,2,229,"Neither, Neither"
Support,Neither,3,229,"Support, Neither"
Support,Neither,4,229,"Support, Neither"
Support,Neither,0,230,"Support, Neither"
Oppose,Neither,1,230,"Oppose, Neither"
Oppose,Neither,2,230,"Oppose, Neither"
Support,Neither,3,230,"Support, Neither"
Support,Neither,4,230,"Support, Neither"
Support,Oppose,0,231,"Support, Oppose"
Support,Oppose,1,231,"Support, Oppose"
Support,Oppose,2,231,"Support, Oppose"
Neither,Neither,3,231,"Neither, Neither"
Support,Oppose,4,231,"Support, Oppose"
Oppose,Neither,0,232,"Oppose, Neither"
Oppose,Neither,1,232,"Oppose, Neither"
Oppose,Oppose,2,232,"Oppose, Oppose"
Support,Neither,3,232,"Support, Neither"
Neither,Neither,4,232,"Neither, Neither"
Support,Oppose,0,233,"Support, Oppose"
Support,Oppose,1,233,"Support, Oppose"
Support,Oppose,2,233,"Support, Oppose"
Support,Oppose,3,233,"Support, Oppose"
Neither,Neither,4,233,"Neither, Neither"
Neither,Oppose,0,234,"Neither, Oppose"
Neither,Support,1,234,"Neither, Support"
Neither,Oppose,2,234,"Neither, Oppose"
Support,Oppose,3,234,"Support, Oppose"
Neither,Oppose,4,234,"Neither, Oppose"
Oppose,Support,0,235,"Oppose, Support"
Oppose,Support,1,235,"Oppose, Support"
Oppose,Support,2,235,"Oppose, Support"
Oppose,Support,3,235,"Oppose, Support"
Support,Oppose,4,235,"Support, Oppose"
Support,Oppose,0,236,"Support, Oppose"
Oppose,Neither,1,236,"Oppose, Neither"
Support,Oppose,2,236,"Support, Oppose"
Support,Neither,3,236,"Support, Neither"
Support,Neither,4,236,"Support, Neither"
Neither,Oppose,0,237,"Neither, Oppose"
Neither,Neither,1,237,"Neither, Neither"
Neither,Neither,2,237,"Neither, Neither"
Support,Oppose,3,237,"Support, Oppose"
Support,Oppose,4,237,"Support, Oppose"
Support,Oppose,0,238,"Support, Oppose"
Support,Oppose,1,238,"Support, Oppose"
Oppose,Oppose,2,238,"Oppose, Oppose"
Support,Oppose,3,238,"Support, Oppose"
Neither,Neither,4,238,"Neither, Neither"
Oppose,Support,0,239,"Oppose, Support"
Support,Oppose,1,239,"Support, Oppose"
Support,Neither,2,239,"Support, Neither"
Neither,Neither,3,239,"Neither, Neither"
Support,Oppose,4,239,"Support, Oppose"
Oppose,Neither,0,240,"Oppose, Neither"
Oppose,Neither,1,240,"Oppose, Neither"
Oppose,Neither,2,240,"Oppose, Neither"
Oppose,Neither,3,240,"Oppose, Neither"
Oppose,Neither,4,240,"Oppose, Neither"
Oppose,Oppose,0,241,"Oppose, Oppose"
Support,Oppose,1,241,"Support, Oppose"
Support,Oppose,2,241,"Support, Oppose"
Oppose,Oppose,3,241,"Oppose, Oppose"
Support,Support,4,241,"Support, Support"
Oppose,Neither,0,242,"Oppose, Neither"
Neither,Neither,1,242,"Neither, Neither"
Neither,Neither,2,242,"Neither, Neither"
Oppose,Neither,3,242,"Oppose, Neither"
Neither,Oppose,4,242,"Neither, Oppose"
Oppose,Support,0,243,"Oppose, Support"
Support,Neither,1,243,"Support, Neither"
Oppose,Support,2,243,"Oppose, Support"
Oppose,Neither,3,243,"Oppose, Neither"
Oppose,Neither,4,243,"Oppose, Neither"
Neither,Oppose,0,244,"Neither, Oppose"
Neither,Oppose,1,244,"Neither, Oppose"
Neither,Neither,2,244,"Neither, Neither"
Neither,Oppose,3,244,"Neither, Oppose"
Neither,Oppose,4,244,"Neither, Oppose"
Support,Oppose,0,245,"Support, Oppose"
Support,Oppose,1,245,"Support, Oppose"
Neither,Neither,2,245,"Neither, Neither"
Oppose,Support,3,245,"Oppose, Support"
Oppose,Oppose,4,245,"Oppose, Oppose"
Neither,Oppose,0,246,"Neither, Oppose"
Neither,Oppose,1,246,"Neither, Oppose"
Neither,Oppose,2,246,"Neither, Oppose"
Support,Oppose,3,246,"Support, Oppose"
Support,Oppose,4,246,"Support, Oppose"
Support,Oppose,0,247,"Support, Oppose"
Support,Oppose,1,247,"Support, Oppose"
Support,Oppose,2,247,"Support, Oppose"
Support,Oppose,3,247,"Support, Oppose"
Support,Oppose,4,247,"Support, Oppose"
Oppose,Support,0,248,"Oppose, Support"
Neither,Neither,1,248,"Neither, Neither"
Neither,Neither,2,248,"Neither, Neither"
Oppose,Neither,3,248,"Oppose, Neither"
Neither,Neither,4,248,"Neither, Neither"
Oppose,Support,0,249,"Oppose, Support"
Neither,Neither,1,249,"Neither, Neither"
Oppose,Support,2,249,"Oppose, Support"
Oppose,Support,3,249,"Oppose, Support"
Neither,Support,4,249,"Neither, Support"
Neither,Support,0,250,"Neither, Support"
Neither,Neither,1,250,"Neither, Neither"
Oppose,Neither,2,250,"Oppose, Neither"
Neither,Neither,3,250,"Neither, Neither"
Oppose,Oppose,4,250,"Oppose, Oppose"
Oppose,Oppose,0,251,"Oppose, Oppose"
Neither,Neither,1,251,"Neither, Neither"
Support,Oppose,2,251,"Support, Oppose"
Support,Oppose,3,251,"Support, Oppose"
Oppose,Support,4,251,"Oppose, Support"
Oppose,Oppose,5,251,"Oppose, Oppose"
Neither,Oppose,0,252,"Neither, Oppose"
Neither,Neither,1,252,"Neither, Neither"
Neither,Oppose,2,252,"Neither, Oppose"
Neither,Oppose,3,252,"Neither, Oppose"
Neither,Support,4,252,"Neither, Support"
Neither,Oppose,5,252,"Neither, Oppose"
Neither,Support,0,253,"Neither, Support"
Oppose,Neither,1,253,"Oppose, Neither"
Neither,Neither,2,253,"Neither, Neither"
Neither,Support,3,253,"Neither, Support"
Neither,Support,4,253,"Neither, Support"
Neither,Neither,5,253,"Neither, Neither"
Oppose,Support,0,254,"Oppose, Support"
Support,Oppose,1,254,"Support, Oppose"
Oppose,Oppose,2,254,"Oppose, Oppose"
Support,Support,3,254,"Support, Support"
Oppose,Support,4,254,"Oppose, Support"
Oppose,Support,5,254,"Oppose, Support"
Support,Neither,0,255,"Support, Neither"
Support,Neither,1,255,"Support, Neither"
Support,Oppose,2,255,"Support, Oppose"
Neither,Neither,3,255,"Neither, Neither"
Support,Neither,4,255,"Support, Neither"
Support,Neither,5,255,"Support, Neither"
Support,Neither,0,256,"Support, Neither"
Oppose,Neither,1,256,"Oppose, Neither"
Oppose,Neither,2,256,"Oppose, Neither"
Support,Neither,3,256,"Support, Neither"
Oppose,Oppose,4,256,"Oppose, Oppose"
Oppose,Neither,5,256,"Oppose, Neither"
Oppose,Oppose,0,257,"Oppose, Oppose"
Oppose,Oppose,1,257,"Oppose, Oppose"
Oppose,Support,2,257,"Oppose, Support"
Neither,Neither,3,257,"Neither, Neither"
Oppose,Oppose,4,257,"Oppose, Oppose"
Support,Neither,5,257,"Support, Neither"
Support,Oppose,0,258,"Support, Oppose"
Oppose,Neither,1,258,"Oppose, Neither"
Support,Oppose,2,258,"Support, Oppose"
Neither,Neither,3,258,"Neither, Neither"
Neither,Neither,4,258,"Neither, Neither"
Oppose,Neither,5,258,"Oppose, Neither"
Support,Oppose,0,259,"Support, Oppose"
Support,Oppose,1,259,"Support, Oppose"
Neither,Neither,2,259,"Neither, Neither"
Oppose,Neither,3,259,"Oppose, Neither"
Oppose,Neither,4,259,"Oppose, Neither"
Neither,Neither,5,259,"Neither, Neither"
Oppose,Support,0,260,"Oppose, Support"
Support,Oppose,1,260,"Support, Oppose"
Oppose,Support,2,260,"Oppose, Support"
Oppose,Support,3,260,"Oppose, Support"
Oppose,Oppose,4,260,"Oppose, Oppose"
Support,Oppose,5,260,"Support, Oppose"
Oppose,Support,0,261,"Oppose, Support"
Oppose,Support,1,261,"Oppose, Support"
Neither,Neither,2,261,"Neither, Neither"
Oppose,Support,3,261,"Oppose, Support"
Oppose,Support,4,261,"Oppose, Support"
Oppose,Neither,5,261,"Oppose, Neither"
Support,Neither,0,262,"Support, Neither"
Oppose,Neither,1,262,"Oppose, Neither"
Neither,Neither,2,262,"Neither, Neither"
Support,Neither,3,262,"Support, Neither"
Oppose,Neither,4,262,"Oppose, Neither"
Oppose,Neither,5,262,"Oppose, Neither"
Neither,Neither,0,263,"Neither, Neither"
Neither,Neither,1,263,"Neither, Neither"
Support,Neither,2,263,"Support, Neither"
Oppose,Neither,3,263,"Oppose, Neither"
Support,Oppose,4,263,"Support, Oppose"
Neither,Neither,5,263,"Neither, Neither"
Neither,Oppose,0,264,"Neither, Oppose"
Neither,Oppose,1,264,"Neither, Oppose"
Neither,Neither,2,264,"Neither, Neither"
Neither,Support,3,264,"Neither, Support"
Oppose,Oppose,4,264,"Oppose, Oppose"
Oppose,Oppose,5,264,"Oppose, Oppose"
Support,Oppose,0,265,"Support, Oppose"
Oppose,Neither,1,265,"Oppose, Neither"
Neither,Neither,2,265,"Neither, Neither"
Support,Oppose,3,265,"Support, Oppose"
Oppose,Neither,4,265,"Oppose, Neither"
Oppose,Neither,5,265,"Oppose, Neither"
Oppose,Neither,0,266,"Oppose, Neither"
Support,Neither,1,266,"Support, Neither"
Oppose,Neither,2,266,"Oppose, Neither"
Oppose,Neither,3,266,"Oppose, Neither"
Support,Neither,4,266,"Support, Neither"
Support,Neither,5,266,"Support, Neither"
Support,Neither,0,267,"Support, Neither"
Oppose,Neither,1,267,"Oppose, Neither"
Support,Oppose,2,267,"Support, Oppose"
Neither,Neither,3,267,"Neither, Neither"
Oppose,Neither,4,267,"Oppose, Neither"
Support,Neither,5,267,"Support, Neither"
Support,Oppose,0,268,"Support, Oppose"
Neither,Neither,1,268,"Neither, Neither"
Support,Oppose,2,268,"Support, Oppose"
Oppose,Support,3,268,"Oppose, Support"
Neither,Oppose,4,268,"Neither, Oppose"
Support,Oppose,5,268,"Support, Oppose"
Support,Neither,0,269,"Support, Neither"
Oppose,Neither,1,269,"Oppose, Neither"
Oppose,Neither,2,269,"Oppose, Neither"
Support,Neither,3,269,"Support, Neither"
Support,Neither,4,269,"Support, Neither"
Oppose,Support,5,269,"Oppose, Support"
Support,Neither,0,270,"Support, Neither"
Neither,Neither,1,270,"Neither, Neither"
Support,Oppose,2,270,"Support, Oppose"
Support,Oppose,3,270,"Support, Oppose"
Support,Support,4,270,"Support, Support"
Neither,Neither,5,270,"Neither, Neither"
Support,Oppose,0,271,"Support, Oppose"
Oppose,Neither,1,271,"Oppose, Neither"
Support,Oppose,2,271,"Support, Oppose"
Neither,Neither,3,271,"Neither, Neither"
Oppose,Oppose,4,271,"Oppose, Oppose"
Oppose,Neither,5,271,"Oppose, Neither"
Neither,Support,0,272,"Neither, Support"
Support,Oppose,1,272,"Support, Oppose"
Oppose,Support,2,272,"Oppose, Support"
Support,Oppose,3,272,"Support, Oppose"
Support,Oppose,4,272,"Support, Oppose"
Oppose,Support,5,272,"Oppose, Support"
Neither,Oppose,0,273,"Neither, Oppose"
Support,Oppose,1,273,"Support, Oppose"
Support,Oppose,2,273,"Support, Oppose"
Neither,Neither,3,273,"Neither, Neither"
Support,Oppose,4,273,"Support, Oppose"
Neither,Oppose,5,273,"Neither, Oppose"
Support,Neither,0,274,"Support, Neither"
Oppose,Neither,1,274,"Oppose, Neither"
Oppose,Neither,2,274,"Oppose, Neither"
Oppose,Oppose,3,274,"Oppose, Oppose"
Support,Neither,4,274,"Support, Neither"
Support,Neither,5,274,"Support, Neither"
Support,Oppose,0,275,"Support, Oppose"
Support,Oppose,1,275,"Support, Oppose"
Support,Oppose,2,275,"Support, Oppose"
Support,Oppose,3,275,"Support, Oppose"
Support,Oppose,4,275,"Support, Oppose"
Support,Oppose,5,275,"Support, Oppose"
Oppose,Support,0,276,"Oppose, Support"
Neither,Support,1,276,"Neither, Support"
Support,Neither,2,276,"Support, Neither"
Oppose,Support,3,276,"Oppose, Support"
Neither,Neither,4,276,"Neither, Neither"
Support,Oppose,5,276,"Support, Oppose"
Support,Oppose,0,277,"Support, Oppose"
Support,Oppose,1,277,"Support, Oppose"
Support,Oppose,2,277,"Support, Oppose"
Support,Oppose,3,277,"Support, Oppose"
Support,Oppose,4,277,"Support, Oppose"
Neither,Neither,5,277,"Neither, Neither"
Neither,Oppose,0,278,"Neither, Oppose"
Neither,Neither,1,278,"Neither, Neither"
Support,Support,2,278,"Support, Support"
Neither,Oppose,3,278,"Neither, Oppose"
Support,Oppose,4,278,"Support, Oppose"
Neither,Oppose,5,278,"Neither, Oppose"
Oppose,Oppose,0,279,"Oppose, Oppose"
Support,Oppose,1,279,"Support, Oppose"
Neither,Oppose,2,279,"Neither, Oppose"
Neither,Oppose,3,279,"Neither, Oppose"
Oppose,Oppose,4,279,"Oppose, Oppose"
Support,Oppose,5,279,"Support, Oppose"
Support,Oppose,0,280,"Support, Oppose"
Support,Oppose,1,280,"Support, Oppose"
Support,Oppose,2,280,"Support, Oppose"
Support,Oppose,3,280,"Support, Oppose"
Support,Oppose,4,280,"Support, Oppose"
Support,Oppose,5,280,"Support, Oppose"
Support,Oppose,0,281,"Support, Oppose"
Support,Oppose,1,281,"Support, Oppose"
Neither,Oppose,2,281,"Neither, Oppose"
Neither,Oppose,3,281,"Neither, Oppose"
Oppose,Neither,4,281,"Oppose, Neither"
Neither,Neither,5,281,"Neither, Neither"
Oppose,Oppose,0,282,"Oppose, Oppose"
Oppose,Neither,1,282,"Oppose, Neither"
Oppose,Oppose,2,282,"Oppose, Oppose"
Oppose,Neither,3,282,"Oppose, Neither"
Support,Oppose,4,282,"Support, Oppose"
Support,Oppose,5,282,"Support, Oppose"
Oppose,Oppose,0,283,"Oppose, Oppose"
Support,Oppose,1,283,"Support, Oppose"
Oppose,Support,2,283,"Oppose, Support"
Support,Oppose,3,283,"Support, Oppose"
Neither,Support,4,283,"Neither, Support"
Support,Oppose,5,283,"Support, Oppose"
Neither,Oppose,0,284,"Neither, Oppose"
Oppose,Oppose,1,284,"Oppose, Oppose"
Neither,Neither,2,284,"Neither, Neither"
Oppose,Oppose,3,284,"Oppose, Oppose"
Neither,Support,4,284,"Neither, Support"
Neither,Support,5,284,"Neither, Support"
Neither,Oppose,0,285,"Neither, Oppose"
Neither,Neither,1,285,"Neither, Neither"
Neither,Oppose,2,285,"Neither, Oppose"
Oppose,Oppose,3,285,"Oppose, Oppose"
Neither,Support,4,285,"Neither, Support"
Neither,Neither,5,285,"Neither, Neither"
Support,Oppose,0,286,"Support, Oppose"
Neither,Neither,1,286,"Neither, Neither"
Neither,Neither,2,286,"Neither, Neither"
Support,Oppose,3,286,"Support, Oppose"
Neither,Neither,4,286,"Neither, Neither"
Support,Oppose,5,286,"Support, Oppose"
Support,Oppose,0,287,"Support, Oppose"
Support,Oppose,1,287,"Support, Oppose"
Support,Oppose,2,287,"Support, Oppose"
Support,Oppose,3,287,"Support, Oppose"
Neither,Neither,4,287,"Neither, Neither"
Support,Oppose,5,287,"Support, Oppose"
Support,Oppose,0,288,"Support, Oppose"
Support,Oppose,1,288,"Support, Oppose"
Support,Oppose,2,288,"Support, Oppose"
Support,Oppose,3,288,"Support, Oppose"
Support,Oppose,4,288,"Support, Oppose"
Support,Oppose,5,288,"Support, Oppose"
Neither,Oppose,0,289,"Neither, Oppose"
Support,Oppose,1,289,"Support, Oppose"
Neither,Support,2,289,"Neither, Support"
Neither,Oppose,3,289,"Neither, Oppose"
Support,Oppose,4,289,"Support, Oppose"
Support,Oppose,5,289,"Support, Oppose"
Neither,Support,0,290,"Neither, Support"
Neither,Neither,1,290,"Neither, Neither"
Neither,Neither,2,290,"Neither, Neither"
Oppose,Neither,3,290,"Oppose, Neither"
Support,Oppose,4,290,"Support, Oppose"
Oppose,Oppose,5,290,"Oppose, Oppose"
Oppose,Support,0,291,"Oppose, Support"
Support,Oppose,1,291,"Support, Oppose"
Oppose,Support,2,291,"Oppose, Support"
Support,Oppose,3,291,"Support, Oppose"
Oppose,Support,4,291,"Oppose, Support"
Oppose,Support,5,291,"Oppose, Support"
Oppose,Neither,0,292,"Oppose, Neither"
Neither,Neither,1,292,"Neither, Neither"
Neither,Neither,2,292,"Neither, Neither"
Support,Neither,3,292,"Support, Neither"
Neither,Neither,4,292,"Neither, Neither"
Oppose,Neither,5,292,"Oppose, Neither"
Support,Neither,0,293,"Support, Neither"
Neither,Neither,1,293,"Neither, Neither"
Neither,Neither,2,293,"Neither, Neither"
Neither,Neither,3,293,"Neither, Neither"
Neither,Neither,4,293,"Neither, Neither"
Neither,Neither,5,293,"Neither, Neither"
Support,Oppose,0,294,"Support, Oppose"
Neither,Neither,1,294,"Neither, Neither"
Support,Oppose,2,294,"Support, Oppose"
Oppose,Neither,3,294,"Oppose, Neither"
Support,Oppose,4,294,"Support, Oppose"
Oppose,Neither,5,294,"Oppose, Neither"
Support,Neither,0,295,"Support, Neither"
Support,Neither,1,295,"Support, Neither"
Support,Neither,2,295,"Support, Neither"
Support,Neither,3,295,"Support, Neither"
Support,Neither,4,295,"Support, Neither"
Support,Neither,5,295,"Support, Neither"
Neither,Support,0,296,"Neither, Support"
Support,Neither,1,296,"Support, Neither"
Neither,Neither,2,296,"Neither, Neither"
Neither,Neither,3,296,"Neither, Neither"
Neither,Neither,4,296,"Neither, Neither"
Oppose,Neither,5,296,"Oppose, Neither"
Neither,Support,0,297,"Neither, Support"
Neither,Neither,1,297,"Neither, Neither"
Neither,Support,2,297,"Neither, Support"
Neither,Neither,3,297,"Neither, Neither"
Neither,Support,4,297,"Neither, Support"
Oppose,Oppose,5,297,"Oppose, Oppose"
Neither,Support,0,298,"Neither, Support"
Neither,Neither,1,298,"Neither, Neither"
Oppose,Support,2,298,"Oppose, Support"
Neither,Neither,3,298,"Neither, Neither"
Neither,Neither,4,298,"Neither, Neither"
Neither,Neither,5,298,"Neither, Neither"
Oppose,Oppose,0,299,"Oppose, Oppose"
Support,Oppose,1,299,"Support, Oppose"
Oppose,None,2,299,"Oppose, None"
Oppose,Oppose,3,299,"Oppose, Oppose"
None,None,4,299,"None, None"
None,None,5,299,"None, None"
Support,Oppose,0,300,"Support, Oppose"
Oppose,Neither,1,300,"Oppose, Neither"
Support,Oppose,2,300,"Support, Oppose"
Neither,Neither,3,300,"Neither, Neither"
Support,Oppose,4,300,"Support, Oppose"
Neither,Neither,5,300,"Neither, Neither"
